index,prediction
7490,1.5 pounds
7491,50.0 pounds
7494,32.0 fluid ounces
7501,24.0 ounces
7506,
7512,2.92 kilograms
7516,11.0 ounces
7517,2.0 pounds
7520,
7523,1.0 pound
7525,8.0 ounces
7527,0.1 grams
7529,12.5 ounces
7532,10.0 ounces
7533,16.0 ounces
7534,1560 grams
7536,240 milliliters
7540,295.0 grams
7550,
7554,
7559,4.5 ounces
7572,1.0 kilogram
7573,125 grams
7584,12.7 ounces
7588,1.0 ounce
7589,18.0 pounds
7593,31.0 grams
7598,12.0 ounces
7603,3.4 fluid ounces
7604,500 grams
7616,10.5 ounces
7629,200 grams
7634,0.32 ounces
7641,1.5 pounds
7645,
7653,4.85 pounds
7654,4.0 ounces
7657,12.0 fluid ounces
7661,12.0 fluid ounces
7667,1.0 ounce
7673,300 grams
7678,0.5 kilograms
7684,
7692,16.0 ounces
7697,24.0 pounds
7698,3.1 ounces
7703,3.7 ounces
7705,1.4 pounds
7708,5.0 grams
7713,
7714,725 grams
7720,1.5 pounds
7735,12.0 ounces
7740,20.0 grams
7741,1.5 kilograms
7747,63.0 grams
7750,68 pounds
7753,
7762,17 ounces
7764,
7769,440.0 pounds
7772,1.5 pounds
7774,0.65 pounds
7778,3.3 pounds
7781,400 grams
7782,1.5 pounds
7802,600 grams
7803,0.5 kilograms
7804,11.3 kilograms
7806,75.0 pounds
7817,
7819,15.25 ounces
7824,
7831,
7840,5.0 kilograms
7841,125 milliliters
7842,5.29 ounces
7852,150 grams
7853,400 grams
7854,
7860,11.0 fluid ounces
7861,
7865,8.4 fluid ounces
7869,12.7 ounces
7885,
7886,13.0 ounces
7889,2.9 kilograms
7890,8.0 ounces
7892,12.0 ounces
7902,79.0 grams
7904,80.0 ounces
7906,1.5 ounces
7907,6.7 ounces
7908,0.5 grams
7910,
7920,
7924,
7925,6.0 ounces
7937,
7953,13.4 pounds
7954,500 grams
7959,
7961,12.0 ounces
7963,18 grams
7964,
7968,7.0 grams
7979,400 milliliters
7983,
7992,
7993,6.0 ounces
8001,
8010,90 grams
8011,4.0 ounces
8014,30.0 grams
8016,
8022,57.5 grams
8025,15.0 ounces
8033,9.04 pounds
8038,16.9 fluid ounces
8045,
8062,0.5 kilograms
8078,
8087,5.5 pounds
8101,8.0 ounces
8115,2.0 kilograms
8135,10.0 grams
8140,1.8 pounds
8141,12.0 grams
8152,80.0 grams
8153,200 milliliters
8159,12.0 ounces
8166,
8178,300 grams
8180,450.0 grams
8186,
8194,
8195,3.2 liters
8199,
8205,50.0 kilograms
8206,16.0 ounces
8207,44.0 pounds
8209,
8210,
8212,6.1 kilograms
8217,
8218,4.5 ounces
8222,10.0 grams
8227,16 ounces
8232,10.8 ounces
8236,0.5 kilograms
8237,250 grams
8252,100 grams
8255,2.5 kilograms
8276,300 milliliters
8283,0.7 kilograms
8295,1.0 ounce
8298,1 quart
8303,1.5 kilograms
8313,13.14 kilograms
8318,
8331,1.5 pounds
8333,150 grams
8338,450.0 grams
8340,59.0 pounds
8341,
8350,16.4 kilograms
8353,
8358,250 milliliters
8369,0.5 kilograms
8375,1.5 kilograms
8380,1.7 pounds
8389,38.7 pounds
8391,2.1 ounces
8398,365 grams
8403,
8406,3.5 ounces
8409,3.0 fluid ounces
8412,1.5 kilograms
8420,70 grams
8422,
8432,145 pounds
8437,
8444,16.0 ounces
8445,1.5 kilograms
8448,8 ounces
8449,160 grams
8450,100 grams
8453,
8456,8 fluid ounces
8458,132.0 pounds
8473,100 pounds
8481,0.9 pounds
8482,27.0 ounces
8484,12.0 ounces
8488,4.0 ounces
8503,750.0 milliliters
8506,
8507,12.0 ounces
8513,8.0 fluid ounces
8520,1.5 kilograms
8527,32.0 ounces
8528,625.5 grams
8530,12.0 fluid ounces
8541,600 grams
8542,4.6 kilograms
8547,
8548,16.0 fluid ounces
8552,1100 grams
8568,
8574,15.0 ounces
8582,800 grams
8584,9.4 ounces
8590,490 grams
8593,485 grams
8603,12.0 ounces
8606,4.2 ounces
8612,350 grams
8613,8.0 ounces
8616,16.8 ounces
8619,10.75 fluid ounces
8621,2.0 ounces
8623,11 pounds
8624,16 ounces
8627,
8630,290.0 grams
8642,17.6 pounds
8644,1.5 ounces
8648,10.0 pounds
8650,4 fluid ounces
8658,188.0 grams
8665,1000 pounds
8668,2.30 kilograms
8671,0.5 grams
8674,16.0 fluid ounces
8679,63 pounds
8692,120 grams
8696,0.5 kilograms
8698,17.0 grams
8700,2.0 fluid ounces
8706,30.0 milliliters
8720,
8746,
8754,
8767,3.75 pounds
8770,50.5 pounds
8774,
8777,6.0 grams
8791,3.0 ounces
8804,
8808,12.0 ounces
8812,7.2 kilograms
8813,5 kilograms
8827,500 milliliters
8830,
8839,1200 grams
8842,2.5 kilograms
8854,8.0 ounces
8857,8.2 kilograms
8858,260.0 grams
8859,4.5 ounces
8860,
8861,500 grams
8869,0.5 grams
8870,82.0 pounds
8884,1.5 pounds
8890,11.5 ounces
8893,12.5 ounces
8897,1.4 ounces
8901,170.0 grams
8910,11.0 fluid ounces
8924,
8928,23.5 kilograms
8930,0.5 grams
8931,5.9 ounces
8933,22.0 pounds
8934,7.7 pounds
8935,4.0 ounces
8939,3.24 pounds
8940,12.0 ounces
8946,8.0 ounces
8947,
8948,1.3 pounds
8952,12.0 ounces
8953,5.0 pounds
8955,
8960,30.0 pounds
8964,100 grams
8977,8.0 ounces
8978,6.0 fluid ounces
8982,
8986,
8989,4.76 ounces
8999,302 grams
9006,
9009,12.0 ounces
9013,20.0 ounces
9023,1.0 pound
9027,1.0 ounce
9034,12.0 ounces
9036,16.0 ounces
9040,17.6 kilograms
9043,10.5 ounces
9050,1.5 kilograms
9061,5.0 pounds
9068,52.0 grams
9072,5.8 pounds
9076,12.0 ounces
9077,
9078,1.7 pounds
9081,750 milliliters
9098,1.0 pound
9099,4.0 ounces
9106,
9109,
9112,800 grams
9121,207 grams
9127,400 grams
9128,468 grams
9142,4.0 ounces
9150,7.9 ounces
9152,1.0 kilogram
9154,7.5 kilograms
9179,1.5 kilograms
9181,0.28 ounces
9186,16.0 ounces
9196,0.5 pounds
9201,8.0 ounces
9210,2012 grams
9211,
9215,0.5 ounces
9229,1.8 ounces
9235,
9243,8.0 ounces
9245,2.21 pounds
9248,
9253,4.6 pounds
9256,8.0 ounces
9257,40.0 pounds
9258,
9270,8.0 ounces
9273,4.0 pounds
9274,2.0 pounds
9279,8.3 ounces
9282,200 kilograms
9289,2.0 pounds
9294,30.0 milliliters
9302,
9310,12.0 ounces
9336,60.0 pounds
9352,35 pounds
9360,12.0 fluid ounces
9373,0.5 kilograms
9381,1.5 kilograms
9384,3.32 grams
9393,22 pounds
9398,70 pounds
9407,1.5 kilograms
9409,
9425,
9435,
9436,
9437,6.0 kilograms
9438,12.0 ounces
9449,0.18 kilograms
9450,
9455,115 grams
9456,325.0 milliliters
9457,95.0 pounds
9461,500 grams
9462,1.0 pound
9472,
9476,22.0 pounds
9484,
9491,5.3 ounces
9498,65 grams
9499,7.5 pounds
9504,1.5 pounds
9510,0.5 kilograms
9515,10.0 ounces
9519,2.0 grams
9527,8.0 ounces
9528,20.5 ounces
9529,1.2 ounces
9540,
9550,0.3 kilograms
9554,250.0 grams
9555,3.0 pounds
9562,8.0 ounces
9563,36.0 grams
9565,180.0 grams
9566,30.0 ounces
9574,1.0 pound
9575,15.6 fluid ounces
9580,0.5 kilograms
9590,2.2 pounds
9591,1000 grams
9592,
9594,7.0 ounces
9595,27.5 pounds
9599,14.11 ounces
9600,0.21 pounds
9602,100 grams
9622,0.5 kilograms
9630,1.0 pound
9632,4.25 ounces
9636,12.0 ounces
9639,400 grams
9640,85 grams
9652,0.4 grams
9659,5.0 pounds
9665,12.0 kilograms
9666,2.0 ounces
9685,23.0 pounds
9693,
9711,12.0 fluid ounces
9712,20.0 fluid ounces
9720,8.0 ounces
9724,12.0 pounds
9725,16.0 ounces
9727,
9732,60.0 grams
9733,1.0 ounce
9736,120 milliliters
9749,30.0 pounds
9753,0.1 grams
9755,50.0 grams
9762,
9767,1.9 kilograms
9771,
9776,
9796,250.0 milliliters
9799,0.1 kilograms
9810,1.8 kilograms
9814,14.0 ounces
9816,16.0 ounces
9817,62.0 pounds
9822,2.5 kilograms
9827,12.0 fluid ounces
9834,32.0 ounces
9842,25.0 ounces
9848,1.9 pounds
9854,1.0 kilogram
9867,14.0 fluid ounces
9877,1000 grams
9884,4.9 pounds
9895,0.5 kilograms
9913,12.0 pounds
9915,0.5 grams
9921,10.0 ounces
9922,1.0 kilogram
9932,4.4 ounces
9939,4.5 pounds
9941,27 pounds
9949,1.5 kilograms
9953,5.2 kilograms
9955,16.0 fluid ounces
9956,15.0 kilograms
9958,17.6 kilograms
9960,500 grams
9964,2.0 ounces
9968,3.3 ounces
10007,1.0 cubic feet
10016,5.5 pounds
10017,1.5 kilograms
10020,2.8 ounces
10022,2 ounces
10023,14.1 ounces
10031,30.0 kilograms
10033,4.4 ounces
10047,16.0 ounces
10054,0.5 kilograms
10063,5.0 pounds
10064,
10066,80.0 grams
10070,6.0 ounces
10078,12.0 ounces
10082,40.0 grams
10084,15.0 grams
10095,2.1 ounces
10104,1.35 kilograms
10111,93.5 grams
10113,80.0 grams
10125,16.0 ounces
10126,12.0 ounces
10136,0.63 ounces
10138,1.6 kilograms
10142,
10147,
10152,0.2 kilograms
10154,1.33 pounds
10163,16.0 ounces
10166,3.7 kilograms
10178,300 grams
10180,
10185,
10187,12.0 ounces
10195,
10210,340.0 grams
10214,100.0 grams
10219,40 grams
10222,
10223,12.0 ounces
10225,8.4 kilograms
10227,
10235,300 grams
10243,500 milliliters
10249,31.0 grams
10254,10.0 ounces
10259,500 grams
10270,5.0 ounces
10275,
10283,0.0 grams
10284,3.0 ounces
10285,17.5 ounces
10289,400 grams
10290,3.4 kilograms
10298,11.0 fluid ounces
10299,
10300,
10301,3.90 kilograms
10302,2.16 pounds
10308,30.0 ounces
10310,
10311,20.0 fluid ounces
10315,
10320,
10332,11.0 fluid ounces
10337,300 kilograms
10338,570.9 grams
10339,
10358,
10367,3.5 ounces
10369,60.0 grams
10371,5.0 pounds
10376,17.2 ounces
10383,
10388,3.0 ounces
10389,0.5 grams
10400,12.0 ounces
10427,3.5 kilograms
10440,13.8 ounces
10447,5.97 pounds
10456,
10479,1.0 pound
10481,16.1 ounces
10488,1.2 pounds
10490,400 grams
10491,8.0 ounces
10505,16.0 fluid ounces
10506,12.0 grams
10507,
10513,75.0 ounces
10517,800 milliliters
10518,30.0 kilograms
10521,
10523,14.0 ounces
10530,32 ounces
10543,
10552,96.0 grams
10560,105 grams
10561,
10564,100 grams
10573,12.0 ounces
10574,
10576,5.5 pounds
10580,
10602,24.0 ounces
10604,20.2 ounces
10609,3.0 grams
10611,3.0 grams
10616,5.3 grams
10618,32.0 fluid ounces
10634,4.4 ounces
10649,12.0 ounces
10651,500 grams
10657,108.0 fluid ounces
10658,
10662,12.0 ounces
10663,15.7 ounces
10673,
10674,
10676,10.14 ounces
10686,12.0 ounces
10694,226.7 grams
10708,
10712,
10715,30.0 ounces
10722,1.05 ounces
10724,5 kilograms
10725,0.0 ounces
10729,150.0 grams
10730,500 grams
10735,20.5 pounds
10744,12.0 ounces
10748,1.5 ounces
10750,32.0 ounces
10753,1995 grams
10757,24.0 ounces
10761,2.0 fluid ounces
10770,8.0 ounces
10775,7.5 ounces
10777,47.0 ounces
10778,1.38 kilograms
10779,2.0 fluid ounces
10784,130 grams
10787,5.0 pounds
10790,15.0 milliliters
10793,8.8 grams
10798,20.0 grams
10799,453.0 grams
10803,660 pounds
10832,1000 grams
10838,8.0 ounces
10841,
10850,12.0 fluid ounces
10861,1.5 pounds
10863,10.8 ounces
10867,8.0 ounces
10872,0.5 pounds
10875,2.0 pounds
10882,1.3 kilograms
10883,10.0 pounds
10888,22.0 pounds
10891,5.6 ounces
10905,236 grams
10910,7.0 ounces
10911,10.0 ounces
10912,25.0 ounces
10917,14.75 ounces
10918,24 grams
10924,7.0 ounces
10925,57.3 pounds
10926,800 grams
10929,75 grams
10930,0.8 pounds
10931,4.0 ounces
10934,5.6 ounces
10948,350 grams
10949,10.0 ounces
10955,2.0 ounces
10957,32.0 fluid ounces
10958,20.0 fluid ounces
10964,1.06 ounces
10966,7.6 pounds
10972,7.72 pounds
10980,11.0 ounces
10983,800.0 grams
10988,79 pounds
10989,0.95 kilograms
10991,1.0 pound
10999,
11002,38.5 pounds
11004,0.18 pounds
11007,12.0 ounces
11008,12.0 ounces
11017,50.0 pounds
11025,3.0 kilograms
11035,229.27 pounds
11038,4.0 ounces
11050,
11067,50.0 grams
11070,0.1 pounds
11074,0.85 grams
11080,5.5 pounds
11083,2.0 kilograms
11086,24.0 ounces
11089,1.5 pounds
11097,
11114,1.2 pounds
11118,400 grams
11120,12.3 kilograms
11128,5.2 kilograms
11129,11.0 kilograms
11136,
11144,88.0 pounds
11150,100 grams
11163,400 grams
11164,500 grams
11172,5.96 ounces
11176,42.0 pounds
11177,200.0 grams
11179,0.32 ounces
11182,
11184,0.165 grams
11185,28.5 ounces
11193,10.0 ounces
11203,6.0 ounces
11207,3.86 pounds
11208,3.64 pounds
11212,32.0 ounces
11221,3.03 pounds
11224,
11232,1000 grams
11244,
11245,
11255,1.61 pounds
11258,
11265,2.5 kilograms
11276,0.5 kilograms
11280,10.6 pounds
11283,6.0 ounces
11284,0.6 pounds
11286,3.2 ounces
11289,8.0 ounces
11295,
11299,3.0 kilograms
11302,0.8 ounces
11305,0.5 ounces
11310,0.4 kilograms
11329,25.0 grams
11335,2.1 kilograms
11336,4.0 kilograms
11342,
11345,860 grams
11346,1.5 kilograms
11351,60.0 grams
11357,
11367,
11372,50.0 grams
11377,2.0 grams
11381,
11391,11.0 fluid ounces
11393,1.7 ounces
11394,1.0 pound
11404,8.59 pounds
11406,11.0 fluid ounces
11408,800 grams
11409,
11417,
11423,77.0 grams
11424,9.0 ounces
11441,1.02 kilograms
11444,454.0 ounces
11450,12.0 fluid ounces
11472,5.0 ounces
11473,5.1 ounces
11475,150 kilograms
11476,300 kilograms
11478,3.8 ounces
11479,1.5 ounces
11482,4.9 kilograms
11485,30.0 grams
11489,14.0 ounces
11491,60.0 pounds
11493,22.0 fluid ounces
11502,
11519,2.0 ounces
11521,15 pounds
11538,12.0 ounces
11543,
11544,5.0 grams
11557,100 grams
11559,170.0 grams
11570,500 grams
11571,22.75 ounces
11582,5.5 kilograms
11584,25.0 grams
11585,12.0 ounces
11587,5.97 pounds
11602,16.0 ounces
11605,28.0 grams
11608,12.0 fluid ounces
11615,12.0 ounces
11632,1.5 kilograms
11642,12.0 ounces
11655,189.54 pounds
11672,
11673,5.07 pounds
11676,1.41 ounces
11686,15.4 pounds
11695,0.5 kilograms
11698,5.5 pounds
11701,
11702,
11705,8.4 fluid ounces
11708,2.0 ounces
11720,2.0 ounces
11732,11.0 fluid ounces
11736,100 grams
11737,3.0 fluid ounces
11739,1.36 kilograms
11748,10.0 ounces
11750,100 pounds
11752,12.0 ounces
11753,11.1 grams
11773,
11775,80 grams
11780,0.5 kilograms
11795,16.0 pounds
11798,5.2 kilograms
11803,4 fluid ounces
11814,12.0 ounces
11819,15.0 pounds
11834,
11841,8.0 ounces
11849,15.0 milliliters
11855,5.06 kilograms
11857,12.0 ounces
11859,750.0 milliliters
11860,
11868,520 grams
11869,12.5 ounces
11870,0.5 kilograms
11872,3.0 ounces
11874,7.0 ounces
11886,
11888,57 pounds
11889,16.5 ounces
11891,64 pounds
11906,
11909,11.5 ounces
11925,
11927,6.5 pounds
11930,1.0 kilogram
11937,13.4 ounces
11944,
11949,4.7 pounds
11950,2.0 ounces
11961,3.4 ounces
11962,30.0 grams
11972,400 grams
11973,15.0 grams
11977,500 milliliters
11989,0.5 grams
11991,250.0 grams
12002,300.0 milliliters
12003,1.2 pounds
12006,4.0 ounces
12007,3 pounds
12015,29.7 pounds
12023,40.0 grams
12028,12.0 ounces
12033,281.0 grams
12053,
12062,0.5 grams
12065,8.0 kilograms
12073,
12079,10.5 ounces
12089,1.88 ounces
12096,4.0 ounces
12097,500 grams
12103,180 grams
12105,2.75 kilograms
12111,4.2 pounds
12115,
12118,6.9 ounces
12123,25.0 grams
12132,
12143,25.0 ounces
12145,7.5 ounces
12147,355.0 milliliters
12156,2.43 ounces
12160,1300 grams
12171,3.5 pounds
12175,300 grams
12176,1.9 ounces
12184,1.5 liters
12194,20.0 fluid ounces
12210,20.0 grams
12212,6.4 ounces
12220,2.5 pounds
12223,
12241,14.11 ounces
12242,8.0 ounces
12247,4.9 kilograms
12259,0.5 kilograms
12261,
12265,16.9 fluid ounces
12268,12.0 fluid ounces
12271,830 milliliters
12277,
12278,12.0 fluid ounces
12299,
12300,1.0 pound
12301,3.78 liters
12310,
12316,34.2 ounces
12317,10.58 pounds
12318,6.0 pounds
12319,18.0 ounces
12324,
12330,4.0 kilograms
12332,5 kilograms
12343,8.7 kilograms
12349,
12361,2.5 kilograms
12364,390 grams
12369,
12375,10.0 ounces
12381,12.0 ounces
12382,1.75 ounces
12383,75.0 grams
12388,1.8 ounces
12389,16 fluid ounces
12390,1.0 pound
12398,2.0 ounces
12405,12.0 ounces
12407,4.0 ounces
12409,0.5 kilograms
12413,8.0 ounces
12414,13 kilograms
12420,8.0 ounces
12423,77 grams
12425,44.1 pounds
12427,5.5 kilograms
12430,9.5 pounds
12439,3.35 ounces
12443,
12449,12.0 ounces
12455,
12461,
12475,0.5 kilograms
12489,8.1 ounces
12490,2.0 pounds
12492,164.5 grams
12497,0.5 kilograms
12499,
12510,16.9 fluid ounces
12513,8.0 grams
12514,
12525,6.0 ounces
12528,4.0 ounces
12529,1000 grams
12530,82.0 pounds
12535,4.0 ounces
12546,
12558,12.94 grams
12562,8.0 fluid ounces
12566,
12571,5.2 kilograms
12595,310.0 grams
12599,8.0 ounces
12600,18.0 pounds
12602,12.0 fluid ounces
12606,16.0 kilograms
12616,1.25 ounces
12617,5.3 grams
12622,400 grams
12627,25.0 pounds
12641,1.99 kilograms
12647,0.57 pounds
12648,20.0 grams
12657,4.0 fluid ounces
12667,30.0 pounds
12672,
12673,1.0 pound
12683,64.8 pounds
12686,3.5 kilograms
12687,16.0 ounces
12688,
12695,1.0 kilogram
12700,8.0 ounces
12710,3.86 pounds
12711,1.5 ounces
12716,4.5 kilograms
12720,100.0 milliliters
12728,130 grams
12740,0.5 kilograms
12742,4.0 ounces
12748,0.39 pounds
12750,3.84 ounces
12753,3.5 ounces
12758,1.5 kilograms
12762,12.0 ounces
12765,1.0 gram
12766,
12773,2.4 pounds
12782,1.0 kilogram
12783,4.0 pounds
12784,250 grams
12785,12.0 ounces
12789,5.0 pounds
12790,185 grams
12791,0.5 ounces
12797,11.3 fluid ounces
12801,30.0 grams
12824,
12831,6.12 fluid ounces
12833,6.2 pounds
12837,
12843,10.6 ounces
12846,
12857,1.0 gram
12860,36.0 pounds
12865,
12871,
12876,0.1 pounds
12881,0.1 grams
12895,5.0 fluid ounces
12896,12.0 ounces
12904,0.3 kilograms
12907,30.5 pounds
12910,16.0 ounces
12911,100 grams
12913,2.0 pounds
12918,16.9 fluid ounces
12921,
12924,20.0 pounds
12927,400 grams
12930,10.0 ounces
12953,15.0 ounces
12969,20.0 fluid ounces
12974,33.0 kilograms
12986,17.0 grams
12996,330 milliliters
12998,300 grams
13000,
13007,16.0 ounces
13014,0.423 ounces
13017,
13018,1.5 pounds
13019,4.0 ounces
13030,
13042,16.5 pounds
13045,
13048,12.3 kilograms
13049,177 grams
13055,
13058,2.0 ounces
13067,6.0 fluid ounces
13068,8.0 ounces
13079,1.5 kilograms
13080,
13090,
13094,
13104,22.0 grams
13110,1.5 pounds
13123,1.5 kilograms
13150,2.1 pounds
13153,300 grams
13159,760 grams
13171,6.17 kilograms
13172,113.0 grams
13175,5.0 pounds
13180,1000 grams
13184,5.0 kilograms
13192,8.0 pounds
13200,200.0 pounds
13204,15.0 kilograms
13208,15.0 pounds
13214,
13215,2.2 grams
13217,2.0 kilograms
13218,2.0 fluid ounces
13221,1.5 pounds
13241,
13247,55 pounds
13250,800 grams
13263,12.0 fluid ounces
13264,45.0 kilograms
13268,18.0 fluid ounces
13271,0.3 kilograms
13277,16.9 fluid ounces
13282,8.3 kilograms
13297,25.0 pounds
13301,
13304,2.5 ounces
13305,12.0 ounces
13306,100.0 grams
13312,15.96 ounces
13320,15.0 pounds
13323,
13346,24.0 ounces
13347,106 pounds
13348,1.9 ounces
13349,5.0 ounces
13374,15.0 pounds
13377,32.0 fluid ounces
13381,24.0 fluid ounces
13383,10.2 kilograms
13391,150.0 grams
13400,50.0 grams
13402,15.9 ounces
13403,1.0 gallon
13410,1.5 kilograms
13415,0.5 ounces
13420,1.5 ounces
13421,5.0 kilograms
13422,350.0 grams
13423,1430.0 grams
13430,2.36 pounds
13431,2.0 ounces
13442,2.6 pounds
13461,500 grams
13470,20.3 kilograms
13472,16.0 ounces
13474,330.0 pounds
13480,16.0 ounces
13484,6.0 ounces
13488,11.5 fluid ounces
13499,1.5 kilograms
13500,100 grams
13501,500 grams
13504,
13505,
13509,300 grams
13519,500 grams
13520,450 grams
13529,600 grams
13536,2.0 pounds
13540,4.5 ounces
13542,
13546,0.5 grams
13554,690 grams
13565,8.0 ounces
13566,
13570,18.0 kilograms
13581,13.0 pounds
13593,314.2 grams
13595,10.5 ounces
13602,30.0 ounces
13603,3.0 ounces
13604,25.0 pounds
13626,11.7 pounds
13632,20.0 milliliters
13634,172 grams
13636,200.0 kilograms
13637,24.0 ounces
13639,1 kilogram
13640,1.0 pound
13643,25.0 grams
13652,1.0 liter
13661,
13669,6.0 pounds
13670,3.0 ounces
13673,100 grams
13681,560.0 grams
13686,5.0 ounces
13693,2.2 ounces
13697,16.0 ounces
13701,120.0 kilograms
13708,8.0 ounces
13710,3.3 pounds
13713,0.2 grams
13722,21 ounces
13726,1.08 pounds
13733,150 pounds
13746,4.0 ounces
13747,2.5 pounds
13764,2.82 ounces
13775,4.0 fluid ounces
13778,26.4 ounces
13784,8.0 ounces
13785,0.5 kilograms
13792,12.0 ounces
13804,32.0 fluid ounces
13806,100 grams
13808,32.0 ounces
13818,
13823,4.4 ounces
13835,1.2 pounds
13841,500 grams
13848,2.25 ounces
13849,5.0 ounces
13852,12.0 ounces
13859,
13875,8.0 ounces
13876,167.9 grams
13877,8.0 ounces
13880,5.0 pounds
13881,500 grams
13882,2.36 kilograms
13889,5.25 ounces
13890,
13895,3.0 grams
13902,26.0 ounces
13903,100.0 grams
13927,
13945,0.5 kilograms
13948,
13953,120 milliliters
13958,
13968,3.0 ounces
13977,193 grams
13983,10.6 ounces
13984,10.0 kilograms
13998,8.0 grams
14002,8.0 pounds
14009,1.75 ounces
14013,21 pounds
14015,0.1 ounces
14020,1.0 ounce
14026,100.0 grams
14032,1.5 pounds
14036,
14037,1.22 ounces
14044,15.8 pounds
14045,25.0 pounds
14050,
14054,
14063,4.0 pounds
14068,6.7 ounces
14070,8.2 ounces
14078,1.0 pound
14085,1.0 ounce
14087,2.5 pounds
14088,44.0 pounds
14089,8.0 ounces
14092,8.0 pounds
14093,100 milliliters
14107,0.8 pounds
14111,2.0 grams
14124,8 ounces
14127,3.0 grams
14129,210 grams
14140,
14141,1.0 pound
14148,1.5 kilograms
14153,
14156,3.0 kilograms
14157,500 milliliters
14161,14.3 ounces
14166,10.0 pounds
14167,6.0 ounces
14168,5.0 grams
14171,
14176,16.0 ounces
14183,10.0 grams
14184,16.0 grams
14186,30.0 grams
14192,32.0 fluid ounces
14196,30.4 pounds
14205,16.9 fluid ounces
14206,11.0 fluid ounces
14216,1.57 pounds
14217,30.0 milliliters
14231,70 pounds
14238,454.0 grams
14239,600 pounds
14252,610 grams
14253,13.0 ounces
14254,15.1 grams
14257,4.6 ounces
14259,5.5 ounces
14262,400 grams
14265,50.0 grams
14268,500 grams
14274,300 kilograms
14284,80.0 grams
14289,6.0 ounces
14296,500 grams
14298,
14300,16.0 ounces
14311,9.8 kilograms
14312,
14318,20.7 pounds
14326,
14327,
14336,2.0 ounces
14347,55 pounds
14350,423 grams
14358,600 grams
14363,99 pounds
14365,10.0 ounces
14369,30.0 grams
14371,0.5 pounds
14373,8.0 ounces
14377,20.28 pounds
14378,150 grams
14383,85 grams
14393,32.0 ounces
14394,10.0 ounces
14395,8.5 ounces
14400,0.1 kilograms
14419,12.0 fluid ounces
14423,5.0 pounds
14430,16.9 ounces
14431,66.0 pounds
14435,15.0 grams
14441,
14444,9.2 kilograms
14447,
14450,28.0 grams
14452,
14458,16.0 kilograms
14463,30 kilograms
14464,501.6 grams
14469,
14471,0.66 pounds
14476,20.0 ounces
14478,
14498,500 grams
14501,300 milliliters
14503,8.59 pounds
14506,0.25 pounds
14508,0.1524 pounds
14516,20.0 pounds
14523,
14533,5.5 pounds
14535,0.5 pounds
14537,
14539,
14542,
14543,10.0 grams
14544,
14550,32.0 ounces
14553,
14555,29.0 grams
14556,1 pound
14566,
14576,28.0 grams
14577,12.0 ounces
14583,198 grams
14586,8.5 pounds
14594,16.0 ounces
14598,
14603,
14611,250.0 grams
14612,2.64 ounces
14620,53 grams
14628,8.0 ounces
14629,16.0 ounces
14630,0.5 kilograms
14634,150 kilograms
14638,21 pounds
14641,3.5 kilograms
14642,
14646,
14656,1.15 kilograms
14657,0.5 kilograms
14664,500 grams
14670,2.0 ounces
14671,8.43 ounces
14675,
14678,5.0 ounces
14683,12.2 ounces
14684,
14689,15.0 pounds
14694,23.0 ounces
14706,6.5 pounds
14708,1.2 grams
14710,23.5 pounds
14711,7.0 ounces
14712,5.1 pounds
14718,12.0 ounces
14724,1 pound
14725,13.2 ounces
14729,50.0 pounds
14739,5.0 ounces
14754,32.0 fluid ounces
14757,200 kilograms
14759,4.0 kilograms
14761,1.0 pound
14762,200 grams
14765,64.0 grams
14776,7.2 ounces
14778,0.5 kilograms
14787,68.0 pounds
14790,4.0 pounds
14794,1.0 kilogram
14799,
14801,
14806,11 grams
14819,3.5 kilograms
14820,440 pounds
14823,
14827,27.5 ounces
14831,1.4 ounces
14853,
14854,43.0 pounds
14855,100 grams
14856,0.65 kilograms
14857,16.0 ounces
14862,124.0 ounces
14869,4.0 fluid ounces
14872,240 grams
14876,
14881,0.1 ounces
14885,55.0 pounds
14886,8.0 ounces
14888,1.00 kilogram
14889,12.0 fluid ounces
14891,0.5 kilograms
14894,16.0 ounces
14897,16.0 ounces
14902,
14906,
14909,20.0 kilograms
14915,37.0 grams
14920,5.68 pounds
14930,1.5 kilograms
14932,
14941,1.2 kilograms
14942,
14944,
14947,21.8 pounds
14949,1000 grams
14954,6.0 fluid ounces
14955,1.2 ounces
14956,2.0 ounces
14965,2.0 ounces
14968,
14974,
14981,1.95 kilograms
14987,6.35 ounces
14990,1.1 pounds
14994,8.0 fluid ounces
14995,920 grams
14996,1.0 ounce
14997,500 milliliters
15003,13.22 pounds
15006,182 grams
15007,
15012,6.9 ounces
15017,5 kilograms
15018,11.5 ounces
15022,400 grams
15023,100.0 grams
15028,
15032,440.0 pounds
15038,14.5 fluid ounces
15039,
15041,12.0 ounces
15044,1.0 kilogram
15049,0.5 grams
